sample_id,question,generated_answer,ground_truth,processing_time,contexts_count,search_method,detected_sensors,metadata_filtering_enabled,faithfulness,answer_relevancy,context_precision,context_recall
11,What are the storage temperature and humidity limits for the EVA-2311?,"The storage temperature limits for the EVA-2311 are -40°C to 85°C, and the storage humidity limits are 0% to 90% RH.",The storage limits for the EVA-2311 are -40°C to 85°C and 0% to 90% RH.,1.8906831741333008,5,multi_sensor_filtered,EVA-2311,True,1.0,1.0,1.0,1.0
12,What power consumption details are provided for the EVA-2311?,"The EVA-2311 is powered by 2 AA 3.6v Li-ion batteries, and it has a battery life of up to 5 years when operating at a 15-minute interval setting at 25°C.","The EVA-2311 datasheet specifies a 5-year battery life with a 15-minute interval, rather than a direct power consumption value.",3.3262393474578857,5,multi_sensor_filtered,EVA-2311,True,1.0,0.913,0.25,1.0
13,What type of temperature probe does the EVA-2311 use?,The EVA-2311 uses a PT1000 round head probe for temperature measurement.,The Advantech EVA-2311 uses a PT1000 probe.,1.884124994277954,5,multi_sensor_filtered,EVA-2311,True,1.0,0.984,0.367,1.0
14,What are the available LoRaWAN frequency bands for the EVA-2311?,"The available LoRaWAN frequency bands for the EVA-2311 are:

- US 902-928 MHz
- EU 863-870 MHz
- AS 919-924 MHz
- AU 915-928 MHz","The EVA-2311 supports EU 863-870, US 902-928, AU 915-928, and AS 919-924 MHz frequency bands.",2.6487607955932617,5,multi_sensor_filtered,EVA-2311,True,1.0,1.0,1.0,1.0
15,What is the sensitivity of the Advantech EVA-2311's receiver?,The sensitivity of the Advantech EVA-2311's receiver is -148 dB.,The receiver sensitivity of the Advantech EVA-2311 is -148dB.,2.0106279850006104,5,multi_sensor_filtered,EVA-2311,True,0.0,1.0,1.0,1.0
16,What mounting options are available for the EVA-2311?,"The EVA-2311 can be installed directly on walls, metal boxes, or poles.","The EVA-2311 supports wall, magnetic, and pole mounting.",2.4021477699279785,5,multi_sensor_filtered,EVA-2311,True,1.0,0.926,0.0,0.0
17,What is the operating humidity range of the Advantech EVA-2311?,The operating humidity range of the Advantech EVA-2311 is 0% to 90% RH.,The operating humidity for the Advantech EVA-2311 is 0% to 90% RH.,2.1273670196533203,5,multi_sensor_filtered,EVA-2311,True,1.0,1.0,0.0,1.0
18,What is the accuracy of the EVA-2311 when the host and sensor are in different environments and the temperature is between -70C and 0C?,The accuracy of the EVA-2311 when the host and sensor are in different environments and the temperature is between -70°C and 0°C is ±{(0.15 + 0.002* |T2|)+1}°C.,The accuracy of the EVA-2311 in different environments between -70°C and 0°C is ±{(0.15 + 0.002 * |T2|) + 1}°C.,8.972012281417847,5,multi_sensor_filtered,EVA-2311,True,0.0,0.998,1.0,1.0
19,What is a typical application for the Advantech EVA-2311?,"The Advantech EVA-2311 is a LoRaWAN PT1000 round head probe sensor that is typically used for temperature monitoring in various applications, such as:

- Refrigerators
- Freezers
- Cooling pipes
- HVAC systems
- Food storage and transportation
- Environmental monitoring

Its wide temperature detection range of -70°C to 200°C makes it suitable for a variety of environments where precise temperature measurement is critical.","Typical applications for the EVA-2311 include monitoring refrigerators, freezers, and cooling pipes.",2.8646225929260254,5,multi_sensor_filtered,EVA-2311,True,0.636,0.958,0.2,1.0
20,What is the temperature accuracy of the PANJIT PJ85775 sensor across its different operating ranges?,"The temperature accuracy of the PANJIT PJ85775 sensor across its different operating ranges is as follows:

- ±0.5 °C from 0 °C to 50 °C
- ±1.0 °C from -20 °C to 85 °C
- ±1.5 °C from -40 °C to 125 °C","The PANJIT PJ85775 temperature accuracy is ±0.5°C (0°C to 50°C), ±1.0°C (-20°C to 85°C), and ±1.5°C (-40°C to 125°C).",2.770754098892212,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,1.0,1.0
21,What digital communication interfaces are compatible with the PJ85775 sensor?,"The PJ85775 sensor is compatible with the following digital communication interfaces: SMBus, I²C, and 2-wire.","The PJ85775 sensor supports SMBus, I²C, and 2-wire digital interfaces.",2.23051381111145,2,multi_sensor_filtered,PJ85775,True,1.0,0.991,1.0,1.0
22,What is the operating voltage range for the PANJIT PJ85775?,The operating voltage range for the PANJIT PJ85775 is 1.75 V to 5.5 V.,The operating voltage for the PANJIT PJ85775 is 1.75V to 5.5V.,1.8401989936828613,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,1.0,1.0
23,In which packages is the PJ85775 sensor available?,The PJ85775 sensor is available in SOP-8 and MSOP-8 packages.,The PJ85775 sensor is available in both SOP-8 and MSOP-8 packages.,2.0553016662597656,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,1.0,1.0
24,What is the temperature resolution of the PANJIT PJ85775 sensor?,"The temperature resolution of the PANJIT PJ85775 sensor is 0.0625 °C, as indicated by its 12-bit ADC.",The temperature resolution of the PANJIT PJ85775 is 0.0625°C.,2.0896201133728027,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,1.0,1.0
25,What is the average quiescent current of the PJ85775 at a conversion rate of 1 per second?,The average quiescent current of the PJ85775 at a conversion rate of 1.0 conversion per second is 3.0 µA (typical).,The typical average quiescent current of the PJ85775 is 3.0 µA at 1 conversion per second.,2.1707396507263184,2,multi_sensor_filtered,PJ85775,True,1.0,0.991,1.0,1.0
26,What is the basic functionality of the PJ85775 temperature sensor?,"The PJ85775 temperature sensor is designed to measure temperature with an accuracy of ±0.5 °C. It provides temperature data that can be read directly via a digital interface compatible with SMBus, I²C, or 2-wire communication protocols. The sensor operates within a voltage range of 1.75 V to 5.5 V and features a 12-bit ADC for high-resolution temperature readings. It is suitable for various applications, including smart HVAC systems, portable devices, and thermal management. Additionally, it includes programmable features such as over/under temperature alerts and supports multiple slave addresses for communication.",The PJ85775 is a digital temperature sensor that provides 12-bit temperature data via an I²C/SMBus interface and has a programmable alert feature.,3.7032976150512695,2,multi_sensor_filtered,PJ85775,True,1.0,0.949,1.0,1.0
27,How do you set up temperature alerts on the PJ85775?,"To set up temperature alerts on the PJ85775, you can follow these steps:

1. **Connect the PJ85775 to your Microcontroller (MCU)**: Ensure that the PJ85775 is properly connected to your MCU using the compatible digital interface (SMBus, I²C, or 2-wire).

2. **Configure the ALERT Pin**: The PJ85775 has a programmable ALERT pin that can be set to active low or high. You will need to configure this pin based on your application requirements.

3. **Set Over/Under Temperature Limits**: Use the digital interface to program the over and under temperature thresholds. This involves writing to the appropriate registers in the PJ85775 to define the temperature limits at which you want the alerts to trigger.

4. **Enable Alerts**: Ensure that the alert functionality is enabled in the configuration settings of the PJ85775. This may involve setting specific bits in the control registers.

5. **Monitor the ALERT Pin**: Your MCU should continuously monitor the ALERT pin. When the temperature exceeds the programmed thresholds, the PJ85775 will assert the ALERT pin, allowing your MCU to take appropriate action (e.g., send a notification, activate a cooling system, etc.).

6. **Read Temperature Data**: Regularly read the temperature data from the PJ85775 to keep track of the current temperature and to ensure that it remains within the desired range.

By following these steps, you can effectively set up temperature alerts using the PJ85775 digital temperature sensor.","To set up alerts on the PJ85775, you program the high and low temperature limits into the High_Temp_Set and Low_Temp_Set registers.",8.262544870376587,2,multi_sensor_filtered,PJ85775,True,0.071,0.997,0.0,nan
28,What are the main configuration options for the PJ85775?,"The main configuration options for the PJ85775 include:

1. **Programmable Over/Under Temperature**: Users can set specific temperature thresholds for alerts.
2. **Programmable Active Low or High for ALERT pin**: This allows the user to configure the behavior of the ALERT pin based on their requirements.
3. **Slave Address Configuration**: The PJ85775 can generate 32 different slave addresses by setting the A0, A1, and A2 pins, allowing for multiple devices to be connected on the same bus without address conflicts. 

These configuration options enhance the flexibility and usability of the temperature sensor in various applications.","The main configuration options for the PJ85775 include conversion rate, alert fault queue, alert polarity, alert mode, shutdown, and extended temperature range.",4.167551517486572,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,0.0,0.0
29,What is the typical application circuit for the PJ85775?,"The typical application circuit for the PJ85775 would involve connecting the sensor to a microcontroller (MCU) or a Bluetooth chip via the digital interface (SMBus, I²C, or 2-wire). The circuit would include the following components:

1. **Power Supply**: Connect the power supply to the VDD pin of the PJ85775, ensuring it operates within the specified voltage range of 1.75 V to 5.5 V.

2. **Ground Connection**: Connect the GND pin of the PJ85775 to the ground of the circuit.

3. **Digital Interface Connections**: 
   - For I²C: Connect the SDA (data line) and SCL (clock line) pins to the corresponding pins on the MCU or Bluetooth chip.
   - For SMBus or 2-wire: Connect the data and clock lines similarly.

4. **Alert Pin**: If using the ALERT functionality, connect the ALERT pin to an interrupt-capable pin on the MCU to monitor temperature alerts.

5. **Address Configuration**: Use the A0, A1, and A2 pins to set the slave address if multiple sensors are used on the same bus.

6. **Bypass Capacitor**: Place a bypass capacitor (typically 0.1 µF) close to the VDD pin to filter out noise.

7. **Pull-up Resistors**: If using I²C or SMBus, include pull-up resistors on the SDA and SCL lines.

This configuration allows the PJ85775 to accurately measure temperature and communicate the data to the connected device for applications such as smart HVAC systems, portable devices, and thermal management.","The typical application circuit for the PJ85775 includes power, ground, a bypass capacitor, pull-up resistors for I2C and ALERT lines, and connections for address setting pins.",7.581928968429565,2,multi_sensor_filtered,PJ85775,True,nan,1.0,0.0,0.0
30,How does the PJ85775 communicate temperature data?,"The PJ85775 communicates temperature data via a digital interface that is compatible with SMBus, I²C, or a 2-wire interface. This allows the data to be read out directly by a microcontroller (MCU), Bluetooth chip, or system-on-chip (SoC).",The PJ85775 communicates temperature as a 2-byte digital value over an I²C or SMBus interface.,3.7813544273376465,2,multi_sensor_filtered,PJ85775,True,1.0,1.0,1.0,0.0
31,What are the key features that make PJ85775 suitable for IoT applications?,"The PJ85775 is suitable for IoT applications due to several key features:

1. **Digital Interface Compatibility**: It supports SMBus, I²C, and 2-wire interfaces, making it easy to integrate with various microcontrollers, Bluetooth chips, or SoC chips commonly used in IoT devices.

2. **Low Power Consumption**: With an average quiescent current of 3.0 µA and a standby current of 1.0 µA, the PJ85775 is energy-efficient, which is crucial for battery-operated IoT devices.

3. **Temperature Accuracy**: The sensor provides a high level of accuracy (±0.5 °C from 0 °C to 50 °C), which is important for applications requiring precise temperature monitoring.

4. **Wide Temperature Range**: It operates over a broad temperature range of -40 °C to 125 °C, making it versatile for various environmental conditions.

5. **Programmable Features**: The ability to set programmable over/under temperature alerts and configure the ALERT pin for active low or high enhances its functionality in monitoring applications.

6. **Multiple Slave Address Generation**: The capability to generate 32 different slave addresses allows multiple sensors to be connected on the same bus, facilitating scalability in IoT networks.

7. **Compact Packaging**: Available in SOP-8 and MSOP-8 packages, the PJ85775 is suitable for space-constrained IoT devices.

These features collectively make the PJ85775 an excellent choice for smart HVAC systems, portable devices, and thermal management applications within the IoT ecosystem.","The PJ85775 is suitable for IoT due to its low power usage, wide voltage range, standard I²C interface, and programmable alert feature.",7.83998441696167,2,multi_sensor_filtered,PJ85775,True,0.65,0.971,1.0,1.0
32,How many different slave addresses can be configured for the PJ85775 sensor?,"The PJ85775 sensor can generate 32 different slave addresses by setting up the A0, A1, and A2 pins.",The PJ85775 allows for the configuration of 32 different slave addresses.,2.6850576400756836,2,multi_sensor_filtered,PJ85775,True,1.0,0.958,nan,1.0
33,What is the purpose of the ALERT pin on the PANJIT PJ85775?,"The ALERT pin on the PANJIT PJ85775 is used to indicate when the temperature has crossed a programmable threshold. It can be configured to be active low or high, allowing the system to respond to over or under temperature conditions. This feature is useful for applications that require monitoring and managing temperature levels, such as in smart HVAC systems or thermal management solutions.",The ALERT pin on the PJ85775 signals when temperature exceeds programmed limits.,2.8769240379333496,2,multi_sensor_filtered,PJ85775,True,0.5,1.0,1.0,1.0
34,What is the maximum I2C communication speed supported by the PJ85775?,"The PJ85775 does not specify the maximum I2C communication speed in the provided excerpts. To find this information, you may need to refer to the full datasheet or technical documentation for the PJ85775.",The PJ85775 supports I2C communication up to 400 kHz.,2.092163324356079,2,multi_sensor_filtered,"I2C, PJ85775",True,1.0,0.0,0.0,0.0
35,What are the four selectable temperature conversion rates for the PANJIT PJ85775?,"The excerpt provided does not specify the four selectable temperature conversion rates for the PANJIT PJ85775. It only mentions an average quiescent current of 3.0 µA (Typ.) at 1.0 conversion per second. For detailed information on the selectable conversion rates, you may need to refer to the full datasheet or technical documentation for the PJ85775.","The selectable conversion rates for the PJ85775 are 8.0Hz, 4.0Hz, 1.0Hz, and 0.25Hz.",3.3385961055755615,2,multi_sensor_filtered,PJ85775,True,1.0,0.0,0.0,0.0
36,What is the difference between Comparator Mode and Interrupt Mode for the PJ85775's ALERT pin?,"The PJ85775's ALERT pin can operate in two modes: Comparator Mode and Interrupt Mode. 

1. **Comparator Mode**: In this mode, the ALERT pin is used to signal when the temperature exceeds or falls below a predefined threshold. The pin will change its state (active low or high) based on the programmed over/under temperature settings. This mode is typically used for continuous monitoring, where the system can react immediately to temperature changes.

2. **Interrupt Mode**: In this mode, the ALERT pin functions as an interrupt signal to the microcontroller or processor. When the temperature crosses the set thresholds, the ALERT pin will trigger an interrupt, allowing the MCU to pause its current operations and handle the temperature event. This mode is useful for power-saving applications, as the MCU can remain in a low-power state until an interrupt occurs.

In summary, Comparator Mode provides continuous monitoring with immediate state changes, while Interrupt Mode allows the system to respond to temperature changes only when necessary, conserving power.","In Comparator Mode, the PJ85775's ALERT pin follows the temperature relative to high/low limits, while in Interrupt Mode it latches until cleared by a read command.",5.027176141738892,2,multi_sensor_filtered,PJ85775,True,0.0,0.909,0.0,0.0
37,Does the PANJIT PJ85775 sensor support the SMBus Alert Response Address (ARA)?,"Yes, the PANJIT PJ85775 sensor supports the SMBus ALERT Response Address (ARA).","Yes, the PJ85775 supports SMBus ARA in interrupt mode.",1.6905663013458252,2,multi_sensor_filtered,PJ85775,True,1.0,0.999,1.0,0.0
38,What does the 'OS' (One Shot) bit do in the PJ85775 configuration?,"The 'OS' (One Shot) bit in the PJ85775 configuration is used to control the operation mode of the temperature sensor. When the OS bit is set, the sensor takes a single temperature measurement and then goes into a low-power standby mode. This allows the device to conserve power by not continuously measuring temperature, which is particularly useful in battery-powered applications. To obtain another temperature reading, the OS bit must be set again, triggering the sensor to take a new measurement. This feature is beneficial for applications where periodic temperature readings are sufficient, rather than continuous monitoring.",The 'OS' bit in the PJ85775 initiates a single temperature measurement from shutdown mode.,3.031243085861206,2,multi_sensor_filtered,PJ85775,True,0.0,0.941,0.0,0.0
39,What is the full operating temperature range of the YAGEO Nexensos LS219 sensor?,The full operating temperature range of the YAGEO Nexensos LS219 sensor is from -50 °C to +150 °C.,The operating temperature range for the YAGEO LS219 is -50°C to +150°C.,3.07588529586792,2,multi_sensor_filtered,LS219,True,1.0,1.0,1.0,1.0
40,What makes the LS219 suitable for precision temperature measurement?,"The LS219 temperature sensor is suitable for precision temperature measurement due to several key features:

1. **High Accuracy and Interchangeability**: The LS219 is designed to provide high accuracy in temperature readings, which is crucial for applications that require precise measurements. Its interchangeability ensures that sensors can be replaced without affecting the measurement accuracy.

2. **Excellent Long-Term Stability**: The sensor is built for long-term stability, meaning it maintains its performance over time without significant drift. This is essential for applications where consistent and reliable temperature measurements are needed.

3. **Low Drift**: The low drift characteristic of the LS219 ensures that the sensor's output remains stable over time, further enhancing its reliability for precision measurements.

4. **Optimized for Low Temperature Applications**: The LS219 is specifically designed for low temperature applications, with a temperature range of -50 °C to +150 °C, making it suitable for environments where precise temperature control is critical.

5. **Tolerance Class F 0.3 (B)**: The specified tolerance class indicates that the sensor can operate within a defined accuracy range, which is important for applications requiring strict adherence to temperature specifications.

6. **Response Time**: The sensor has a relatively quick response time (t0.5 = 1.5 s and t0.9 = 5 s), allowing it to quickly adapt to changes in temperature, which is important for real-time monitoring and control.

7. **Measuring Current Specifications**: The LS219 specifies appropriate measuring currents for both Pt100 and Pt1000 configurations, ensuring that self-heating effects are minimized, which is critical for accurate temperature readings.

These features collectively make the LS219 an excellent choice for applications in HVAC, food and beverage, medical, and industrial equipment where precision temperature measurement is essential.","The YAGEO LS219 is suitable for precision measurement because of its high accuracy, stability, and adherence to the DIN EN IEC 60751 standard.",7.4955360889434814,2,multi_sensor_filtered,LS219,True,0.955,0.984,1.0,1.0
41,What are the available nominal resistance values for the LS219 sensor?,The available nominal resistance values for the LS219 sensor are Pt100 and Pt1000.,The LS219 is available in Pt100 and Pt1000 nominal resistance versions.,1.80153489112854,2,multi_sensor_filtered,LS219,True,1.0,1.0,1.0,1.0
42,What is the recommended measuring current for the Pt100 version of the LS219?,The recommended measuring current for the Pt100 version of the LS219 is between 0.3 to 1 mA.,The recommended measuring current for the YAGEO LS219 Pt100 is 0.3 to 1.0 mA.,1.8922533988952637,2,multi_sensor_filtered,"PT100, LS219",True,1.0,1.0,1.0,1.0
43,To which DIN standard does the YAGEO LS219 sensor comply?,The YAGEO LS219 sensor complies with the DIN EN IEC 60751 standard.,The YAGEO LS219 complies with the DIN EN IEC 60751 standard.,1.8899195194244385,2,multi_sensor_filtered,LS219,True,1.0,0.973,0.5,1.0
44,What is the Temperature Coefficient of Resistance (TCR) for the YAGEO LS219?,"The Temperature Coefficient of Resistance (TCR) for the YAGEO LS219 is not explicitly mentioned in the provided excerpts. However, for platinum resistance temperature detectors (RTDs) like the LS219, the typical TCR is approximately 0.00385 °C⁻¹. This value is commonly used for Pt100 and Pt1000 sensors. If you need the exact TCR for the LS219, it would be best to consult the manufacturer's specifications or technical documentation directly.",The TCR for the YAGEO LS219 is 3850 ppm/K.,2.9245057106018066,2,multi_sensor_filtered,LS219,True,0.5,0.0,0.0,0.0
45,"What are the dimensions (L, W1, H) of the YAGEO LS219 sensor body?","The dimensions of the YAGEO LS219 sensor body are as follows:

- Length (L): 2.1 mm -0.2/+0.2 mm
- Width 1 (W1): 1.9 mm +0.2 mm
- Height (H): 0.8 mm -0.2/+0.25 mm","The YAGEO LS219 sensor body dimensions are L=2.1mm, W1=1.9mm, H=0.8mm with specified tolerances.",2.4335811138153076,2,multi_sensor_filtered,"LS219, W1",True,1.0,0.98,1.0,1.0
46,How do you properly connect the LS219 sensor in a circuit?,"To properly connect the LS219 Pt temperature sensor in a circuit, follow these steps:

1. **Identify the Sensor Wires**: The LS219 sensor typically has two or three wires depending on whether it is a Pt100 or Pt1000 sensor. For a 2-wire configuration, you will have two wires for connecting to the measuring circuit. For a 3-wire configuration, there will be an additional wire to help compensate for lead resistance.

2. **Choose the Right Configuration**:
   - **2-Wire Connection**: Connect the two wires directly to the measuring device (like a temperature controller or data acquisition system). This is simpler but can introduce errors due to lead resistance.
   - **3-Wire Connection**: Connect the first two wires to the measuring device as the signal wires, and connect the third wire to the same point as one of the signal wires. This configuration helps to minimize errors caused by lead resistance.

3. **Connect to the Measuring Device**: 
   - For a **2-wire connection**, connect one wire to the positive input and the other wire to the negative input of the measuring device.
   - For a **3-wire connection**, connect the first wire to the positive input, the second wire to the negative input, and the third wire to the same point as the first wire (positive input).

4. **Ensure Proper Insulation**: Make sure that the connections are well insulated to prevent short circuits and ensure accurate readings.

5. **Calibrate the Sensor**: After connecting the sensor, it may be necessary to calibrate it according to the specifications provided by the manufacturer to ensure accurate temperature readings.

6. **Test the Connection**: Once everything is connected, power on the circuit and check the readings on the measuring device to ensure that the sensor is functioning correctly.

7. **Consider Environmental Factors**: Ensure that the sensor is placed in an appropriate environment for accurate temperature measurement, as specified in the sensor's documentation.

By following these steps, you can ensure that the LS219 sensor is properly connected and functioning within its specified temperature range.",The YAGEO LS219 is connected using its leads via crimping or soft soldering.,8.291812181472778,2,multi_sensor_filtered,LS219,True,0.0,0.958,0.0,0.0
47,What are the main advantages of the LS219 highlighted in its datasheet?,"The main advantages of the LS219 Pt Temperature Sensor highlighted in its datasheet are:

1. **Designed for Low Temperature Applications**: The sensor is optimized for use in environments with low temperatures, making it suitable for specific applications.

2. **High Accuracy and Interchangeability**: The LS219 offers high accuracy in temperature measurements and is designed for interchangeability, ensuring consistent performance across different units.

3. **Excellent Long Term Stability**: The sensor is built to maintain its performance over time, providing reliable measurements without significant drift.

4. **Low Drift**: The sensor exhibits minimal drift in its readings, which is crucial for maintaining accuracy in long-term applications.

5. **Optimized for Soldering Connection**: The design of the sensor facilitates easy and effective soldering connections, enhancing its usability in various applications.

6. **Typical Applications**: The sensor is suitable for a wide range of applications, including HVAC, Food and Beverage, Medical, and Industrial equipment, indicating its versatility and reliability in different fields.","The LS219's main advantages are its long-term stability, accuracy, interchangeability, and suitability for high-volume applications.",5.803624629974365,2,multi_sensor_filtered,LS219,True,0.706,0.945,0.5,1.0
48,In what industries is the LS219 commonly used?,"The LS219 temperature sensor is commonly used in the HVAC (Heating, Ventilation, and Air Conditioning), Food and Beverage, Medical, and Industrial equipment industries.","The LS219 is commonly used in the HVAC, food and beverage, medical, and industrial sectors.",1.917907953262329,2,multi_sensor_filtered,LS219,True,1.0,0.95,1.0,1.0
49,What is the response time (t0.5) of the YAGEO LS219 in air moving at 3 m/s?,The response time (t0.5) of the YAGEO LS219 in air moving at 3 m/s is 1.5 seconds.,The response time (t0.5) for the YAGEO LS219 is 1.5 seconds in 3 m/s air.,2.061774730682373,2,multi_sensor_filtered,"LS219, T0",True,1.0,1.0,1.0,1.0
50,What is the tolerance class of the YAGEO LS219 sensor?,The tolerance class of the YAGEO LS219 sensor is F 0.3 (B).,The tolerance class of the YAGEO LS219 is F 0.3 (B).,1.7444419860839844,2,multi_sensor_filtered,LS219,True,1.0,1.0,1.0,1.0
51,Where is the defined measuring point for the nominal resistance of the LS219?,The defined measuring point for the nominal resistance of the LS219 is 2 mm from the end of the sensor body.,The nominal resistance measuring point for the LS219 is 2 mm from the sensor body's end.,1.7895259857177734,2,multi_sensor_filtered,LS219,True,1.0,0.988,1.0,1.0
52,What is the maximum short-term temperature exposure for soldering the YAGEO LS219?,The maximum short-term temperature exposure for soldering the YAGEO LS219 is up to 250 °C for a maximum of 5 minutes.,The YAGEO LS219 can be exposed to 250°C for a maximum of 5 minutes during soldering.,2.119511842727661,2,multi_sensor_filtered,LS219,True,1.0,1.0,1.0,1.0
53,What are the typical applications for the YAGEO LS219 sensor?,"The typical applications for the YAGEO LS219 sensor include HVAC (Heating, Ventilation, and Air Conditioning), Food and Beverage, Medical, and Industrial equipment.","Typical applications for the YAGEO LS219 are HVAC, Food and Beverage, Medical, and Industrial equipment.",1.917464017868042,2,multi_sensor_filtered,LS219,True,1.0,1.0,0.5,1.0
54,What is the self-heating value for the Pt1000 version of the LS219?,"The self-heating value for the Pt1000 version of the LS219 is specified to be considered when measuring current in the range of 0.1 to 0.3 mA. However, the exact self-heating value in terms of temperature rise is not provided in the excerpts. For precise self-heating values, it is recommended to refer to the manufacturer's datasheet or technical documentation.",The self-heating value for the LS219 Pt1000 is 0.03 K/mW in water (v=0.4m/s).,2.789323329925537,2,multi_sensor_filtered,"PT1000, LS219",True,0.667,0.0,0.0,0.0
55,What is the standard packaging for the YAGEO LS219 sensor?,The standard packaging for the YAGEO LS219 sensor is a VCI-Plastic bag.,The standard packaging for the YAGEO LS219 is a VCI-Plastic bag.,1.665961503982544,2,multi_sensor_filtered,LS219,True,0.0,1.0,0.5,1.0
56,"Does the YAGEO LS219 datasheet provide a California Proposition 65 warning, and if so, for which chemicals?","The provided excerpts do not include any information regarding a California Proposition 65 warning or specific chemicals associated with it. To determine if the YAGEO LS219 datasheet includes such a warning, you would need to refer to the full datasheet or the manufacturer's documentation directly.","Yes, the LS219 datasheet has a Proposition 65 warning for nickel and cobalt.",3.2885022163391113,2,multi_sensor_filtered,LS219,True,1.0,0.0,0.0,0.0
57,What is the recommended storage life for the YAGEO LS219?,"The provided excerpts do not specify the recommended storage life for the YAGEO LS219 temperature sensor. For accurate information regarding storage life, it is best to consult the manufacturer's documentation or contact YAGEO Nexensos directly.",The recommended storage life for the YAGEO LS219 is at least 12 months.,2.706798791885376,2,multi_sensor_filtered,LS219,True,1.0,0.0,0.0,0.0
